7500000 0.099786
9000000 0.090831
10500000 0.112075
12000000 0.19814
13500000 0.1708
15000000 0.218846
16500000 0.246268
18000000 0.236142
19500000 0.324728
21000000 0.241089
22500000 0.228253
24000000 0.26098
25500000 0.299105
27000000 0.431673
28500000 0.130829
30000000 0.430932
31500000 0.376476
33000000 0.36013
34500000 0.3299
36000000 0.627204
37500000 0.472619
39000000 0.370598
40500000 0.292055
42000000 0.428508
43500000 0.696109
45000000 0.50405
46500000 0.335654
48000000 0.181659
49500000 0.290374
51000000 0.324675
52500000 1.03409
54000000 0.590455
55500000 0.333239
57000000 1.31399
58500000 0.689198
60000000 0.807483
61500000 0.559347
63000000 0.822429
64500000 1.04076
66000000 0.329878
67500000 0.963157
69000000 0.572682
70500000 0.467686
72000000 1.06655
73500000 0.860656
75000000 0.385105
76500000 1.31404
78000000 0.875528
79500000 1.56627
81000000 1.30767
82500000 1.53774
84000000 1.16901
85500000 1.62217
87000000 1.02265
88500000 0.722651
90000000 0.920141
91500000 0.682628
93000000 1.64799
94500000 1.76816
96000000 0.620975
97500000 0.956507
99000000 1.14602
100500000 1.75912
102000000 1.77681
103500000 1.60071
105000000 1.64397
106500000 1.22171
108000000 1.2954
109500000 1.69298
111000000 0.38881
112500000 1.45177
114000000 1.42652
115500000 0.94587
117000000 1.75318
118500000 1.37443
120000000 1.86821
121500000 1.52301
123000000 1.96654
124500000 0.755574
126000000 0.668177
127500000 1.05323
129000000 1.35587
130500000 1.90246
132000000 1.15825
133500000 1.15854
135000000 1.90529
136500000 2.2156
138000000 1.30776
139500000 1.32986
141000000 1.59665
142500000 1.72854
144000000 1.44877
145500000 0.908323
147000000 2.78073
148500000 2.7372
150000000 1.63058
151500000 3.50943
153000000 0.972952
154500000 3.26311
156000000 2.14275
157500000 1.50301
159000000 1.74081
160500000 1.17795
162000000 1.20731
163500000 1.89773
165000000 4.19276
166500000 1.75739
168000000 2.98178
169500000 1.58404
171000000 2.69069
172500000 2.5153
174000000 1.84596
175500000 3.33668
177000000 2.16068
178500000 2.77002
180000000 1.91294
181500000 3.47671
183000000 1.01912
184500000 2.11552
186000000 2.73166
187500000 2.87239
