7500	0.0002487142857
15000	0.000359
22500	0.0006007142857
30000	0.0005845714286
37500	0.0006582857143
45000	0.0008948571429
52500	0.0009155714286
60000	0.0009604285714
67500	0.001153571429
75000	0.001095
82500	0.001427428571
90000	0.001000428571
97500	0.001132285714
105000	0.001028714286
112500	0.001118
120000	0.0009777142857
127500	0.001110428571
135000	0.001549285714
142500	0.00133
150000	0.001237285714
157500	0.001487428571
165000	0.001332285714
172500	0.001005428571
180000	0.001226714286
187500	0.00155014285
77500 0.000101
757500 0.006463
1507500 0.014679
2257500 0.028264
3007500 0.045161
3757500 0.04278
4507500 0.041786
5257500 0.038821
6007500 0.082244
6757500 0.055604
7507500 0.083341
8257500 0.047544
9007500 0.068161
9757500 0.041576
10507500 0.087363
11257500 0.0473
12007500 0.091272
12757500 0.050344
13507500 0.125069
14257500 0.116112
15007500 0.127699
15757500 0.076249
16507500 0.136627
17257500 0.138457
18007500 0.152062
18757500 0.107505
19507500 0.235555
20257500 0.210196
21007500 0.174146
21757500 0.139883
22507500 0.28655
23257500 0.344362
24007500 0.204205
24757500 0.232395
25507500 0.167386
26257500 0.174667
27007500 0.229477
27757500 0.121281
28507500 0.113186
29257500 0.462043
30007500 0.123759
30757500 0.232443
31507500 0.320788
32257500 0.52137
33007500 0.236236
33757500 0.435317
34507500 0.139056
35257500 0.279431
36007500 0.218077
36757500 0.367987
37507500 0.467967
38257500 0.379614
39007500 0.499412
39757500 0.761461
40507500 0.641987
41257500 0.276206
42007500 0.440501
42757500 0.369975
43507500 0.41818
44257500 0.529581
45007500 0.732899
45757500 0.594445
46507500 0.780714
47257500 0.715413
48007500 0.293994
48757500 0.40774
49507500 0.526119
50257500 0.537478
51007500 0.602153
51757500 0.40386
52507500 0.426881
53257500 0.521569
54007500 0.446562
54757500 0.338004
55507500 1.02462
56257500 0.665974
57007500 0.816992
57757500 0.231273
58507500 0.314506
59257500 0.768434
60007500 0.478819
60757500 0.924518
61507500 0.601045
62257500 0.657071
63007500 0.578498
63757500 0.313023
64507500 0.375959
65257500 0.536857
66007500 0.446682
66757500 1.27845
67507500 0.424897
68257500 0.457405
69007500 0.342237
69757500 0.660118
70507500 1.07057
71257500 0.515636
72007500 0.72791
72757500 0.588186
73507500 0.997684
74257500 0.859543
75007500 0.32324
75757500 0.920598
76507500 0.935862
77257500 1.12297
78007500 0.852333
78757500 1.39005
79507500 1.22122
80257500 1.80593
81007500 0.335572
81757500 1.1659
82507500 0.490647
83257500 0.662138
84007500 1.0746
84757500 1.67224
85507500 0.956324
86257500 1.35253
87007500 1.43786
87757500 0.975258
88507500 0.733762
89257500 0.615717
90007500 0.450897
90757500 0.953311
91507500 0.805433
92257500 1.38712
93007500 1.00849
93757500 1.05428
94507500 0.953512
95257500 0.437597
96007500 0.754144
96757500 0.857485
97507500 1.10766
98257500 1.17817
99007500 1.50927
99757500 0.82999
100507500 1.31482
101257500 1.24167
102007500 0.874119
102757500 0.655047
103507500 1.61791
104257500 1.7287
105007500 1.00562
105757500 0.742143
106507500 0.923203
107257500 1.37818
108007500 1.36926
108757500 2.07919
109507500 1.63846
110257500 1.96502
111007500 0.501586
111757500 0.788541
112507500 1.03768
113257500 1.21361
114007500 0.965139
114757500 0.928234
115507500 0.782786
116257500 2.09168
117007500 2.11725
117757500 0.914174
118507500 1.4233
119257500 1.39829
120007500 0.458377
120757500 0.73625
121507500 0.815071
122257500 1.61364
123007500 1.47405
123757500 1.1326
124507500 0.981949
125257500 1.19346
126007500 2.02865
126757500 0.99194
127507500 1.63604
128257500 1.44911
129007500 0.942538
129757500 1.15529
130507500 0.578739
131257500 2.31379
132007500 1.86203
132757500 2.3365
133507500 0.879806
134257500 1.18148
135007500 0.452356
135757500 1.50111
136507500 1.56108
137257500 0.953129
138007500 2.37441
138757500 1.40338
139507500 1.69404
140257500 0.613585
141007500 0.665822
141757500 1.32475
142507500 2.14431
143257500 1.96905
144007500 1.7764
144757500 1.61371
145507500 0.835166
146257500 1.56783
147007500 1.31835
147757500 2.13712
148507500 0.949025
149257500 1.0036
150007500 1.53029
150757500 2.25015
151507500 1.8043
152257500 0.868332
153007500 0.882709
153757500 1.22444
154507500 0.895863
155257500 1.86978
156007500 1.89477
156757500 1.34695
157507500 0.670975
158257500 0.721632
159007500 1.03034
159757500 1.87577
160507500 2.02416
161257500 1.65804
162007500 2.13989
162757500 0.686922
163507500 0.908439
164257500 0.939817
165007500 1.4053
165757500 1.23357
166507500 1.82786
167257500 2.44792
168007500 1.49523
168757500 2.54325
169507500 2.78879
170257500 2.57792
171007500 2.4735
171757500 1.56368
172507500 2.4473
173257500 1.86393
174007500 2.09892
174757500 1.71164
175507500 2.14976
176257500 1.73863
177007500 1.95383
177757500 1.80927
178507500 2.28979
179257500 1.13633
