7500 0.000236
15000 0.000182
22500 0.000331
30000 0.000407
37500 0.000739
45000 0.000584
52500 0.000549
60000 0.000715
67500 0.001132
75000 0.000643
82500 0.000511
90000 0.001084
97500 0.00166
105000 0.000985
112500 0.001213
120000 0.001747
127500 0.001954
135000 0.00177
142500 0.002084
150000 0.001208
157500 0.002175
165000 0.00342
172500 0.001456
180000 0.002001
187500 0.002886
